yeast_id,complementing_human_id,noncomplementing_human_id,complement_sim,noncomplement_sim,complement_higher,method,num_paralogs,embedding_filename,model,layer_config,similarity_method,similarity_filename,input_file,layer_config_parsed,model_parsed,embedding_type,similarities_method,similarity_method_parsed
P40857,Q6Y1H2,B0YJ81,0.9917187094688416,0.9844223260879515,TRUE,SWE Embeddings,2,small.fasta.last_8.esm2_t30_150M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t30_150M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t30_150M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_8,esm2_t30_150M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P53039,Q969M3,Q8N8F6,0.995474934577942,0.9956974983215332,FALSE,SWE Embeddings,2,small.fasta.last_8.esm2_t30_150M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t30_150M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t30_150M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_8,esm2_t30_150M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P53378,Q9NRH3,P23258,0.9962626695632936,0.9960922002792358,TRUE,SWE Embeddings,2,small.fasta.last_8.esm2_t30_150M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t30_150M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t30_150M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_8,esm2_t30_150M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P54839,Q01581,P54868,0.9971527457237244,0.9966108798980712,TRUE,SWE Embeddings,2,small.fasta.last_8.esm2_t30_150M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t30_150M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t30_150M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_8,esm2_t30_150M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
Q07478,Q13838,O00148,0.99817955493927,0.9976051449775696,TRUE,SWE Embeddings,2,small.fasta.last_8.esm2_t30_150M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t30_150M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t30_150M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_8,esm2_t30_150M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
Q99190,Q9NZ01,Q5HYJ1,0.9963890314102172,0.995847463607788,TRUE,SWE Embeddings,2,small.fasta.last_8.esm2_t30_150M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t30_150M_UR50D,last_8,cosine,small.fasta.last_8.esm2_t30_150M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_8,esm2_t30_150M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P00817,Q15181,Q9H2U2,0.5170068027210885,0.4332344213649852,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t30_150M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P04801,P26639,A2RTX5,0.5369127516778524,0.4733009708737864,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t30_150M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P05453,Q8IYD1,P15170,0.4088952654232424,0.3851744186046512,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t30_150M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P07263,P12081,P49590,0.4556962025316455,0.4061930783242258,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t30_150M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P07283,O15305,Q92871,0.5686274509803921,0.5381679389312977,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t30_150M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P07807,P00374,Q86XF0,0.2922374429223744,0.2831858407079646,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t30_150M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P09938,Q7LG56,P31350,0.568922305764411,0.5823095823095823,FALSE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t30_150M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P11353,Q9LR75,Q93Z96,0.425,0.1875,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t30_150M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P14742,O94808,Q06210,0.5554016620498615,0.5402455661664393,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t30_150M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P15496,Q13907,Q9BXS1,0.4123711340206185,0.3230240549828179,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t30_150M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P25342,Q9UH03,Q8IYM1,0.3950276243093922,0.3928571428571428,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t30_150M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P32337,O00410,O60518,0.2874779541446208,0.2773972602739726,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t30_150M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P38221,O95674,Q92903,0.3376344086021505,0.3484536082474226,FALSE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t30_150M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P38523,Q9HAV7,Q8TAA5,0.3361702127659574,0.2622950819672131,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t30_150M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P40303,O14818,Q8TAA3,0.5708661417322834,0.5325670498084292,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t30_150M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P40518,Q9BPX5,O15511,0.28125,0.2631578947368421,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t30_150M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P40857,Q6Y1H2,B0YJ81,0.2862453531598513,0.2550335570469799,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t30_150M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P53039,Q969M3,Q8N8F6,0.3272727272727272,0.3137931034482759,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t30_150M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P53378,Q9NRH3,P23258,0.3866943866943867,0.3804573804573805,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t30_150M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P54839,Q01581,P54868,0.4035714285714286,0.4091778202676864,FALSE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t30_150M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
Q07478,Q13838,O00148,0.6169265033407573,0.6057906458797327,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t30_150M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
Q99190,Q9NZ01,Q5HYJ1,0.2759643916913946,0.2532637075718015,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t30_150M_UR50D,last_8,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
P00817,Q15181,Q9H2U2,0.9977372884750366,0.9914617538452148,TRUE,Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings,similarities_cosine,cosine
P04801,P26639,A2RTX5,0.997911810874939,0.9936741590499878,TRUE,Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings,similarities_cosine,cosine
P05453,Q8IYD1,P15170,0.9843943119049072,0.9848226308822632,FALSE,Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings,similarities_cosine,cosine
P07263,P12081,P49590,0.98517245054245,0.9859240055084229,FALSE,Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings,similarities_cosine,cosine
P07283,O15305,Q92871,0.9916754364967346,0.9918928742408752,FALSE,Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings,similarities_cosine,cosine
P07807,P00374,Q86XF0,0.9801209568977356,0.9825659990310668,FALSE,Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings,similarities_cosine,cosine
P09938,Q7LG56,P31350,0.9806885123252868,0.983197808265686,FALSE,Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings,similarities_cosine,cosine
P11353,Q9LR75,Q93Z96,0.9756559729576112,0.9752360582351683,TRUE,Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings,similarities_cosine,cosine
P14742,O94808,Q06210,0.9967553615570068,0.9974491596221924,FALSE,Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings,similarities_cosine,cosine
P15496,Q13907,Q9BXS1,0.9734431505203248,0.9809392690658568,FALSE,Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings,similarities_cosine,cosine
P25342,Q9UH03,Q8IYM1,0.9955281019210817,0.9944400191307068,TRUE,Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings,similarities_cosine,cosine
P32337,O00410,O60518,0.9923418760299684,0.994166910648346,FALSE,Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings,similarities_cosine,cosine
P38221,O95674,Q92903,0.987252950668335,0.9864395260810852,TRUE,Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings,similarities_cosine,cosine
P38523,Q9HAV7,Q8TAA5,0.9892624616622924,0.9763357043266296,TRUE,Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings,similarities_cosine,cosine
P40303,O14818,Q8TAA3,0.9980465173721312,0.997631311416626,TRUE,Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings,similarities_cosine,cosine
P40518,Q9BPX5,O15511,0.9966275095939636,0.9957637190818788,TRUE,Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings,similarities_cosine,cosine
P40857,Q6Y1H2,B0YJ81,0.9911600947380066,0.9798242449760436,TRUE,Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings,similarities_cosine,cosine
P53039,Q969M3,Q8N8F6,0.9910732507705688,0.9920798540115356,FALSE,Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings,similarities_cosine,cosine
P53378,Q9NRH3,P23258,0.953918993473053,0.9510772228240968,TRUE,Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings,similarities_cosine,cosine
P54839,Q01581,P54868,0.9962408542633056,0.995566725730896,TRUE,Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings,similarities_cosine,cosine
Q07478,Q13838,O00148,0.9970914721488952,0.996756076812744,TRUE,Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings,similarities_cosine,cosine
Q99190,Q9NZ01,Q5HYJ1,0.9485438466072084,0.9831264019012452,FALSE,Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings,similarities_cosine,cosine
P00817,Q15181,Q9H2U2,0.996121346950531,0.9851101636886596,TRUE,SWE Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P04801,P26639,A2RTX5,0.9973865151405334,0.991631031036377,TRUE,SWE Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P05453,Q8IYD1,P15170,0.9784389734268188,0.9783756732940674,TRUE,SWE Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P07263,P12081,P49590,0.978769838809967,0.9807529449462892,FALSE,SWE Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P07283,O15305,Q92871,0.9901106953620912,0.9878108501434326,TRUE,SWE Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P07807,P00374,Q86XF0,0.9753756523132324,0.9782963395118712,FALSE,SWE Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P09938,Q7LG56,P31350,0.9834627509117126,0.9802104234695436,TRUE,SWE Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P11353,Q9LR75,Q93Z96,0.9681829214096068,0.9736568927764891,FALSE,SWE Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P14742,O94808,Q06210,0.9972357153892516,0.9980785250663756,FALSE,SWE Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P15496,Q13907,Q9BXS1,0.9768850803375244,0.983445405960083,FALSE,SWE Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P25342,Q9UH03,Q8IYM1,0.9927057027816772,0.9921579360961914,TRUE,SWE Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P32337,O00410,O60518,0.9906834363937378,0.9924343824386596,FALSE,SWE Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P38221,O95674,Q92903,0.979468584060669,0.9784209728240968,TRUE,SWE Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P38523,Q9HAV7,Q8TAA5,0.9885112047195436,0.974233329296112,TRUE,SWE Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P40303,O14818,Q8TAA3,0.9973130226135254,0.9969316720962524,TRUE,SWE Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P40518,Q9BPX5,O15511,0.9966557621955872,0.995937168598175,TRUE,SWE Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P40857,Q6Y1H2,B0YJ81,0.989139437675476,0.9794360995292664,TRUE,SWE Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P53039,Q969M3,Q8N8F6,0.9923112988471984,0.9926403164863586,FALSE,SWE Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P53378,Q9NRH3,P23258,0.9497616291046144,0.945700705051422,TRUE,SWE Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P54839,Q01581,P54868,0.9933621883392334,0.9914475679397584,TRUE,SWE Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
Q07478,Q13838,O00148,0.9955357313156128,0.9951692819595336,TRUE,SWE Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
Q99190,Q9NZ01,Q5HYJ1,0.9351457357406616,0.9705222845077516,FALSE,SWE Embeddings,2,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,esm2_t33_650M_UR50D,last_1,cosine,small.fasta.last_1.esm2_t33_650M_UR50D.sequence_embeddings_swe.idx.similarities_cosine,small.fasta,last_1,esm2_t33_650M_UR50D,sequence_embeddings_swe,similarities_cosine,cosine
P00817,Q15181,Q9H2U2,0.5170068027210885,0.4332344213649852,TRUE,Sequence Alignment,2,inp9_small_proteome.pairs.align.similarities,esm2_t33_650M_UR50D,last_1,cosine,inp9_small_proteome.pairs.align.similarities,inp9_small_proteome.pairs,align,similarities,NA,NA,NA
